premise_id,meter_id,meter_number,meter_type,meter_status,meter_channel,installed_at,removed_at,created,updated
PREM-38605724,8243109675,8243109675,L+G Self-Cont Mesh,Customer,MT,2024-09-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74150389,3792416508,3792416508,L+G Self-Cont Mesh,Customer,MT,2024-09-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91820763,7518064392,7518064392,KWH,Customer,MT,2020-01-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41503697,9172045863,9172045863,KWH,Customer,MT,2003-06-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27845130,4158672039,4158672039,KWH,Customer,MT,2015-07-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64930571,2734819065,2734819065,L+G Self-Cont Mesh,Customer,MT,2024-04-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-86721495,6467502913,6467502913,KWH,Customer,MT,2025-02-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13492580,8624917305,8624917305,KWH,Customer,MT,2004-03-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-51263809,1392645807,1392645807,L+G Self-Cont Mesh,Customer,MT,2024-12-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-79380126,5087169243,5087169243,KWH,Customer,MT,2005-11-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-35247906,7826301495,7826301495,L+G Self-Cont Mesh,Customer,MT,2024-10-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-68139054,3605948712,3605948712,KWH,Customer,MT,2008-03-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93074168,6958204137,6958204137,KWH,Customer,MT,2004-01-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52491603,9365821704,9365821704,KWH,Customer,MT,2003-08-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76905482,5280417693,5280417693,L+G Self-Cont Mesh,Customer,MT,2024-01-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40768253,7615902438,7615902438,L+G Self-Cont Mesh,Customer,MT,2024-11-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-29183576,4128735069,4128735069,L+G Self-Cont Mesh,Customer,MT,2024-05-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67502341,2985176403,2985176403,KWH,Customer,MT,2016-07-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89154076,6704821593,6704821593,KWH,Customer,MT,2003-10-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14827069,8947103652,8947103652,L+G Self-Cont Mesh,Customer,MT,2024-10-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59862407,1429658073,1429658073,KWH,Customer,MT,2003-12-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82471539,5974806231,5974806231,KWH,Customer,MT,2017-01-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-37964051,8213057469,8213057469,KWH,Customer,MT,2003-08-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-75148920,3831472095,3831472095,L+G Self-Cont Mesh,Customer,MT,2024-11-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91782036,7459028163,7459028163,KWH,Customer,MT,2003-04-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41698750,9104675824,9104675824,L+G Self-Cont Mesh,Customer,MT,2024-03-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27360481,4186792053,4186792053,L+G Self-Cont Mesh,Customer,MT,2024-11-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64631897,2769415308,2769415308,L+G Self-Cont Mesh,Customer,MT,2024-07-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-86205974,6397182540,6397182540,L+G Self-Cont Mesh,Customer,MT,2024-11-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13978654,8546907132,8546907132,Sentinel,Customer,MT,2008-11-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50872419,1304869572,1304869572,L+G Self-Cont Mesh,Customer,MT,2024-08-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78216340,5039062748,5039062748,KWH,Customer,MT,2003-03-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36085712,5947201863,5947201863,KWH,Customer,MT,2003-12-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69530874,8476102395,8476102395,KWH,Customer,MT,2003-07-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93642087,1209587436,1209587436,KWH,Customer,MT,2003-06-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52896407,7692405813,7692405813,L+G Self-Cont Mesh,Customer,MT,2024-11-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76103492,9367142058,9367142058,L+G Self-Cont Mesh,Customer,MT,2024-01-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41287506,5186934702,5186934702,AMI Cell,Customer,MT,2017-03-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-29856147,2768504193,2768504193,KWH,Customer,MT,2003-09-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67048215,6895174028,6895174028,L+G Self-Cont Mesh,Customer,MT,2024-09-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89421375,4509382176,4509382176,KWH,Customer,MT,2003-03-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14256098,3027649815,3027649815,KWH,Customer,MT,2003-09-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59781324,8713506924,8713506924,L+G Self-Cont Mesh,Customer,MT,2024-06-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82145970,1598743206,1598743206,Sentinel,Customer,MT,2012-05-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-38371045,6041983752,6041983752,L+G Self-Cont Mesh,Customer,MT,2024-11-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74521869,9237458016,9237458016,L+G Self-Cont Mesh,Customer,MT,2024-11-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91063752,7365021489,7365021489,L+G Self-Cont Mesh,Customer,MT,2024-06-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41896527,5184072963,5184072963,L+G Self-Cont Mesh,Customer,MT,2024-10-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27618493,2849763150,2849763150,KWH,Customer,MT,2007-07-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-63941287,6907412853,6907412853,L+G Self-Cont Mesh,Customer,MT,2024-03-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-85429160,8576194302,8576194302,L+G Self-Cont Mesh,Customer,MT,2024-12-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13150769,1349587206,1349587206,KWH,Customer,MT,2024-01-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50368219,5928471306,5928471306,L+G Self-Cont Mesh,Customer,MT,2024-11-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78964021,7803164925,7803164925,L+G Self-Cont Mesh,Customer,MT,2024-12-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36592074,3614079528,3614079528,KWH,Customer,MT,2003-01-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69748351,6925718043,6925718043,KWH,Customer,MT,2003-11-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-94018675,9481235670,9481235670,L+G Self-Cont Mesh,Customer,MT,2024-11-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-58231409,5076491382,5076491382,KWH,Customer,MT,2011-05-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74920618,8265704913,8265704913,KV2,Customer,MT,2015-02-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-10643825,3742905618,3742905618,L+G Self-Cont Mesh,Customer,MT,2024-10-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-96415720,7506841293,7506841293,L+G Self-Cont Mesh,Customer,MT,2024-12-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-57864913,9186402357,9186402357,KWH,Customer,MT,2007-07-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82395741,4069157328,4069157328,L+G Self-Cont Mesh,Customer,MT,2024-11-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-49162038,2756309841,2756309841,KWH,Customer,MT,2015-10-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36041875,6489725301,6489725301,L+G Self-Cont Mesh,Customer,MT,2025-02-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-70695842,8631409275,8631409275,KWH,Customer,MT,2021-06-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-25830769,1397582640,1397582640,KWH,Customer,MT,2003-05-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-81974560,5126903478,5126903478,KWH,Customer,MT,2004-05-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14796205,7945823160,7945823160,L+G Self-Cont Mesh,Customer,MT,2024-05-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-60438179,3609158742,3609158742,KWH,Customer,MT,2011-08-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93527048,6978042513,6978042513,KWH,,,,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-71294653,9426103578,9426103578,KWH,Customer,MT,2004-10-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-58971346,5236409187,5236409187,KWH,Customer,MT,2020-12-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27846950,7614852093,7614852093,L+G Self-Cont Mesh,Customer,MT,2024-11-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64028175,4089736512,4089736512,L+G Self-Cont Mesh,Customer,MT,2024-09-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-85709423,2896170548,2896170548,L+G Self-Cont Mesh,Customer,MT,2024-04-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13285679,6705382941,6705382941,L+G Self-Cont Mesh,Customer,MT,2024-09-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59247031,8957213406,8957213406,KWH,Customer,MT,2004-01-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78451936,1408593762,1408593762,L+G Self-Cont Mesh,Customer,MT,2024-09-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36187420,5981347206,5981347206,Sentinel,Customer,MT,2019-06-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69852047,8276194053,8276194053,KWH,Customer,MT,2003-10-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-94076815,3817406295,3817406295,L+G Self-Cont Mesh,Customer,MT,2024-11-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52764098,7498103625,7498103625,KWH,Customer,MT,2013-03-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76839521,9164528703,9164528703,KWH,Customer,MT,2003-10-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40596837,4127605983,4127605983,KWH,Customer,MT,2003-07-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-29651784,2763054195,2763054195,KWH,Customer,MT,2004-07-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67328495,6429751083,6429751083,KWH,Customer,MT,2003-05-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89470253,8594201736,8594201736,KWH,Customer,MT,2003-09-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14598376,1329607845,1329607845,KWH,Customer,MT,2004-04-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50176492,5048219763,5048219763,L+G Self-Cont Mesh,Customer,MT,2024-01-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78326015,7815023694,7815023694,KWH,Customer,MT,2019-12-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36249857,3692485170,3692485170,KWH,Customer,MT,2003-07-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69750138,6951307482,6951307482,Sentinel,Customer,MT,2007-05-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93012746,9307451628,9307451628,L+G Self-Cont Mesh,Customer,MT,2024-12-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-51870936,5162489037,5162489037,L+G Self-Cont Mesh,Customer,MT,2024-11-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76481920,7635071284,7635071284,KWH,Customer,MT,2003-02-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40958763,4019758632,4019758632,L+G Self-Cont Mesh,Customer,MT,2024-09-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-28460397,2953167480,2953167480,KWH,Customer,MT,2013-09-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67514832,6739158024,6739158024,KWH,Customer,MT,2003-04-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89246375,8976304215,8976304215,KWH,Customer,MT,2003-04-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14072895,1449067832,1449067832,KWH,,,,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59907431,5997138420,5997138420,KWH,Customer,MT,2025-01-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82153670,8235496173,8235496173,KWH,Customer,MT,2003-02-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-38709264,3726854109,3726854109,L+G Self-Cont Mesh,Customer,MT,2024-11-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74691820,7489306215,7489306215,KWH,Customer,MT,2025-01-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91358042,9157463802,9157463802,KWH,Customer,MT,2003-06-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41096257,4103259867,4103259867,KWH,Customer,MT,2003-10-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27948163,2794618370,2794618370,L+G Self-Cont Mesh,Customer,MT,2025-01-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64807529,6384279510,6384279510,L+G Self-Cont Mesh,Customer,MT,2024-09-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-86794250,8529367014,8529367014,KV2,Customer,MT,2021-03-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13079645,1379685402,1379685402,L+G Self-Cont Mesh,Customer,MT,2024-10-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50738496,5038716924,5038716924,KWH,Customer,MT,2008-11-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78265039,7895041623,7895041623,KWH,Customer,MT,2003-06-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36194278,3609425871,3609425871,L+G Self-Cont Mesh,Customer,MT,2024-10-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69031785,6925180374,6925180374,KWH,Customer,MT,2004-06-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93421567,9347015862,9347015862,KWH,Customer,MT,2003-05-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52078461,5279634108,5279634108,KWH,Customer,MT,2010-12-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76935120,7640253189,7640253189,L+G Self-Cont Mesh,Customer,MT,2025-01-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40287591,4091587632,4091587632,KWH,Customer,MT,2003-02-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-29861450,2864175903,2864175903,L+G Self-Cont Mesh,Customer,MT,2024-12-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67195084,6782403591,6782403591,L+G Self-Cont Mesh,Customer,MT,2024-12-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89647530,8925647031,8925647031,L+G Self-Cont Mesh,Customer,MT,2024-08-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14927386,1457039826,1457039826,KWH,Customer,MT,2007-04-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59360814,5904867132,5904867132,KWH,Customer,MT,2010-08-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82931476,8209617543,8209617543,KWH,Customer,MT,2015-07-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-37495812,3857190462,3857190462,KV2,Customer,MT,2024-01-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-75280634,7421063895,7421063895,L+G Self-Cont Mesh,Customer,MT,2025-02-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91526738,9185476032,9185476032,KWH,Customer,MT,2018-11-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41860357,4169375208,4169375208,L+G Self-Cont Mesh,Customer,MT,2024-01-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27359861,2785149637,2785149637,KWH,Customer,MT,2003-09-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64572198,6498705123,6498705123,KWH,Customer,MT,2020-12-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-86294051,8673412095,8673412095,KWH,Customer,MT,2003-09-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13548720,1348752960,1348752960,L+G Self-Cont Mesh,Customer,MT,2024-01-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50397218,5120846973,5120846973,L+G Self-Cont Mesh,Customer,MT,2025-01-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78912643,7936405128,7936405128,KWH,Customer,MT,2003-09-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36974051,3528741096,3528741096,KWH,Customer,MT,2003-10-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69285734,6815923740,6815923740,KWH,Customer,MT,2004-02-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93706251,9308461752,9308461752,KWH,Customer,MT,2003-12-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52603198,5249703618,5249703618,KWH,Customer,MT,2004-01-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76394580,7692154830,7692154830,KWH,Customer,MT,2003-06-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40813597,4075821369,4075821369,L+G Self-Cont Mesh,Customer,MT,2024-01-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-28760541,2916645803,2916645803,KWH,Customer,MT,2016-08-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67841953,6752398014,6752398014,KWH,Customer,MT,2003-07-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89570324,8916705423,8916705423,KWH,Customer,MT,2003-04-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14096783,1482659037,1482659037,KWH,Customer,MT,2003-09-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59648037,5982704513,5982704513,L+G Self-Cont Mesh,Customer,MT,2025-01-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82369410,8243109675,8243109675,L+G Self-Cont Mesh,Customer,MT,2024-10-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-38605724,3792416508,3792416508,KWH,Customer,MT,2009-12-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74150389,7518064392,7518064392,KWH,Customer,MT,2003-03-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91820763,9172045863,9172045863,L+G Self-Cont Mesh,Customer,MT,2024-08-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41503697,4158672039,4158672039,KWH,Customer,MT,2003-10-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27845130,2734819065,2734819065,L+G Self-Cont Mesh,Customer,MT,2024-12-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64930571,6467502913,6467502913,KWH,Customer,MT,2004-06-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-86721495,8624917305,8624917305,KWH,Customer,MT,2007-07-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13492580,1392645807,1392645807,KWH,Customer,MT,2003-05-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-51263809,5087169243,5087169243,KWH,,,,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-79380126,7826301495,7826301495,KWH,Customer,MT,2003-05-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-35247906,3605948712,3605948712,KWH,Customer,MT,2003-04-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-68139054,6958204137,6958204137,KWH,,,,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93074168,9365821704,9365821704,KWH,Customer,MT,2007-02-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52491603,5280417693,5280417693,L+G Self-Cont Mesh,Customer,MT,2024-06-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76905482,7615902438,7615902438,L+G Self-Cont Mesh,Customer,MT,2023-10-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40768253,4128735069,4128735069,L+G Self-Cont Mesh,Customer,MT,2024-10-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-29183576,2985176403,2985176403,KWH,Customer,MT,2003-04-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67502341,6704821593,6704821593,L+G Self-Cont Mesh,Customer,MT,2024-02-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89154076,8947103652,8947103652,L+G Self-Cont Mesh,Customer,MT,2024-11-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14827069,1429658073,1429658073,L+G Self-Cont Mesh,Customer,MT,2025-01-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59862407,5974806231,5974806231,L+G Self-Cont Mesh,Customer,MT,2025-02-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82471539,8213057469,8213057469,KWH,Customer,MT,2024-08-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-37964051,3831472095,3831472095,KWH,Customer,MT,2003-09-24T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-75148920,7459028163,7459028163,KWH,Customer,MT,2018-04-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91782036,9104675824,9104675824,KWH,Customer,MT,2003-06-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41698750,4186792053,4186792053,L+G Self-Cont Mesh,Customer,MT,2025-01-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27360481,2769415308,2769415308,L+G Self-Cont Mesh,Customer,MT,2024-09-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64631897,6397182540,6397182540,KWH,Customer,MT,2011-08-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-86205974,8546907132,8546907132,KWH,Customer,MT,2003-03-24T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13978654,1304869572,1304869572,L+G Self-Cont Mesh,Customer,MT,2024-06-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
